0.000000,0.000000,0.760000,0.031024,0.049093,-0.654092,0.754182,-0.167302,0.060872,0.005359,-0.168983,0.093653,0.000000,0.143103,-0.077757,0.613186,0.152200,-0.118885,0.000000,0.071054,-0.233713,0.189094,1.748075,-0.320903,-0.985514,1.079973,-0.485867,-1.377256,1.004209,0.644375,-0.396430
0.000000,0.000000,0.760000,0.022273,0.023292,-0.736673,0.675480,-0.229911,0.108295,-0.243859,-0.433727,0.255327,0.000000,0.222375,-0.120796,0.358437,0.394286,-0.282196,0.000000,-0.006018,-0.076708,0.191779,1.912955,-0.216546,-1.241532,1.241795,-0.588841,-1.649419,0.980273,0.953542,-0.256319
0.000000,0.000000,0.760000,0.024658,0.021807,-0.745835,0.665317,-0.236107,0.110998,-0.272800,-0.453854,0.272910,0.000000,0.236377,-0.123325,0.327350,0.413570,-0.298352,0.000000,-0.010462,-0.049318,0.185063,1.913200,-0.208208,-1.242191,1.241891,-0.590221,-1.662520,0.976426,0.973428,-0.241411
0.000000,0.000000,0.760000,0.026501,0.021353,-0.751896,0.658402,-0.239944,0.112801,-0.291698,-0.463775,0.282613,0.000000,0.245705,-0.123678,0.306317,0.422736,-0.306473,0.000000,-0.013417,-0.030793,0.177271,1.913895,-0.203117,-1.241338,1.242299,-0.588615,-1.668502,0.975039,0.984209,-0.232938
0.000000,0.000000,0.760000,0.027926,0.021463,-0.755902,0.653736,-0.242136,0.113961,-0.304057,-0.467355,0.287331,0.000000,0.251609,-0.122925,0.292112,0.425709,-0.309802,0.000000,-0.015523,-0.018765,0.169333,1.914676,-0.200022,-1.238245,1.241894,-0.585757,-1.670718,0.974868,0.988148,-0.226657
0.000000,0.000000,0.760000,0.029052,0.021830,-0.758542,0.650610,-0.243242,0.114598,-0.312198,-0.467160,0.289024,0.000000,0.255185,-0.121727,0.282561,0.425126,-0.310428,0.000000,-0.016963,-0.010936,0.161404,1.914989,-0.198146,-1.233619,1.242873,-0.582826,-1.670338,0.974897,0.987966,-0.223124
0.000000,0.000000,0.760000,0.029973,0.022321,-0.760283,0.648516,-0.243679,0.114851,-0.317504,-0.464773,0.288922,0.000000,0.257272,-0.120394,0.276213,0.422632,-0.309605,0.000000,-0.018041,-0.006015,0.154382,1.915355,-0.195973,-1.228115,1.245103,-0.579986,-1.668479,0.974932,0.986303,-0.220745
0.000000,0.000000,0.760000,0.030696,0.022801,-0.761429,0.647120,-0.243581,0.114811,-0.320893,-0.461182,0.287773,0.000000,0.258261,-0.119112,0.272245,0.419136,-0.308034,0.000000,-0.018785,-0.003084,0.148096,1.915427,-0.193506,-1.222537,1.247425,-0.576597,-1.665623,0.975644,0.984684,-0.219765
0.000000,0.000000,0.760000,0.031283,0.023236,-0.762131,0.646249,-0.243038,0.114506,-0.323105,-0.456764,0.285973,0.000000,0.258344,-0.117994,0.270036,0.414876,-0.306020,0.000000,-0.018931,-0.001451,0.142208,1.914568,-0.191588,-1.217115,1.249715,-0.572275,-1.661850,0.977587,0.983730,-0.220710
0.000000,0.000000,0.760000,0.031867,0.023732,-0.762497,0.645770,-0.242222,0.113943,-0.324418,-0.451442,0.283661,0.000000,0.257810,-0.116846,0.269026,0.409719,-0.303626,0.000000,-0.018698,-0.000611,0.136515,1.912464,-0.190823,-1.211513,1.252320,-0.568444,-1.657935,0.979438,0.983976,-0.220147
0.000000,0.000000,0.760000,0.032387,0.024202,-0.762595,0.645611,-0.241011,0.113121,-0.324839,-0.445397,0.280922,0.000000,0.256580,-0.115520,0.268366,0.403736,-0.300875,0.000000,-0.017995,-0.000285,0.131118,1.909408,-0.191318,-1.205565,1.255849,-0.564265,-1.654430,0.982067,0.985475,-0.219328
0.000000,0.000000,0.760000,0.032862,0.024687,-0.762528,0.645649,-0.239581,0.112236,-0.324669,-0.438991,0.277923,0.000000,0.254918,-0.114069,0.267508,0.397282,-0.297941,0.000000,-0.016864,-0.000441,0.126090,1.906355,-0.192669,-1.199361,1.261742,-0.560346,-1.651824,0.984767,0.986848,-0.218645
0.000000,0.000000,0.760000,0.033289,0.024966,-0.762503,0.645645,-0.237950,0.111218,-0.324512,-0.432942,0.274916,0.000000,0.253417,-0.113127,0.268236,0.392089,-0.295435,0.000000,-0.015758,-0.000935,0.120796,1.903565,-0.194584,-1.193137,1.268862,-0.556829,-1.649516,0.987180,0.987372,-0.216973
0.000000,0.000000,0.760000,0.033623,0.024914,-0.762408,0.645742,-0.236103,0.109952,-0.323925,-0.427769,0.272196,0.000000,0.252305,-0.112849,0.269295,0.389164,-0.293848,0.000000,-0.014842,-0.001658,0.115590,1.901735,-0.195889,-1.186033,1.275396,-0.552374,-1.646816,0.990519,0.986401,-0.215653
